subject,run,trial,n_epochs,has_fixation,has_letters,has_wm_period,has_left_click,has_right_click,has_correct_feedback,has_incorrect_feedback,n_letters,event_sequence,feedback,response_type,complete_trial
sub-001,run-02,5,23,1,1,1,1,1,0,0,18,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|left_click,unknown,right_click,1
sub-001,run-02,6,14,1,1,1,1,1,1,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|sound_beep|left_click,correct,right_click,1
sub-001,run-02,7,26,1,1,1,1,1,1,0,18,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|sound_beep|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|sound_beep|right_click,correct,right_click,1
sub-001,run-02,8,13,1,1,1,1,1,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|left_click,unknown,right_click,1
sub-001,run-02,9,12,1,1,1,1,0,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click,unknown,left_click,1
sub-001,run-02,10,14,1,1,1,1,1,1,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|sound_beep|right_click,correct,right_click,1
sub-001,run-02,11,12,1,1,1,0,1,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click,unknown,right_click,1
sub-001,run-02,12,12,1,1,1,0,1,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click,unknown,right_click,1
sub-001,run-02,13,11,1,1,1,1,0,0,0,8,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click,unknown,left_click,1
sub-001,run-02,14,13,1,1,1,0,1,1,0,8,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|sound_beep|right_click,correct,right_click,1
sub-001,run-02,15,13,1,1,1,1,1,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|right_click,unknown,right_click,1
sub-001,run-02,16,21,1,1,1,1,1,0,0,17,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|right_click|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click,unknown,right_click,1
sub-001,run-02,17,32,1,1,1,1,1,0,0,25,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|right_click,unknown,right_click,1
sub-002,run-01,1,12,1,1,1,0,1,1,0,8,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|sound_beep|right_click,correct,right_click,1
sub-002,run-01,2,22,1,1,1,0,1,1,0,15,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|sound_beep|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|right_click,correct,right_click,1
sub-002,run-01,3,21,1,1,1,1,1,1,0,15,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|left_click|sound_beep|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|left_click,correct,right_click,1
sub-002,run-01,4,10,1,1,0,0,1,0,0,8,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|right_click,unknown,right_click,0
sub-002,run-01,5,13,1,1,1,1,1,1,0,8,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|sound_beep|left_click,correct,right_click,1
sub-002,run-01,6,35,1,1,1,1,1,1,0,26,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|right_click|sound_beep|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|sound_beep|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|left_click,correct,right_click,1
sub-002,run-01,7,13,1,1,1,0,1,1,0,8,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|sound_beep|right_click,correct,right_click,1
sub-002,run-01,8,14,1,1,1,0,1,1,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|sound_beep|right_click,correct,right_click,1
sub-002,run-01,9,13,1,1,1,0,1,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|right_click,unknown,right_click,1
sub-002,run-01,10,23,1,1,1,0,1,0,0,17,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|right_click,unknown,right_click,1
sub-002,run-01,11,21,1,1,1,0,1,0,0,17,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click,unknown,right_click,1
sub-002,run-01,12,12,1,1,1,0,1,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click,unknown,right_click,1
sub-002,run-01,13,14,1,1,1,1,1,1,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|sound_beep|right_click,correct,right_click,1
sub-002,run-01,14,35,1,1,1,1,1,1,0,25,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|right_click|sound_beep|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|sound_beep|right_click,correct,right_click,1
sub-002,run-01,15,13,1,1,0,0,1,1,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|right_click|sound_beep|right_click,correct,right_click,0
sub-002,run-01,16,24,1,1,1,1,1,1,0,18,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|sound_beep|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|left_click|right_click,correct,right_click,1
sub-002,run-02,1,14,1,1,1,0,1,1,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|sound_beep|right_click,correct,right_click,1
sub-002,run-02,2,37,1,1,1,1,1,1,0,26,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|sound_beep|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|sound_beep|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|sound_beep|right_click,correct,right_click,1
sub-002,run-02,3,13,1,1,1,1,1,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|left_click,unknown,right_click,1
sub-002,run-02,4,14,1,1,1,1,1,1,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|sound_beep|right_click,correct,right_click,1
sub-002,run-02,5,14,1,1,1,1,1,1,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|sound_beep|right_click,correct,right_click,1
sub-002,run-02,6,14,1,1,1,1,1,1,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|sound_beep|left_click,correct,right_click,1
sub-002,run-02,7,22,1,1,1,1,0,0,0,18,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|left_click|left_click,unknown,left_click,1
sub-002,run-02,8,14,1,1,1,1,1,1,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|sound_beep|left_click,correct,right_click,1
sub-002,run-02,9,13,1,1,1,1,1,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|left_click,unknown,right_click,1
sub-002,run-02,10,14,1,1,1,1,1,1,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|sound_beep|right_click,correct,right_click,1
sub-002,run-02,11,23,1,1,1,1,1,1,0,16,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|sound_beep|right_click,correct,right_click,1
sub-002,run-02,12,26,1,1,1,1,1,1,0,18,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|sound_beep|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|sound_beep|right_click,correct,right_click,1
sub-002,run-02,13,14,1,1,1,1,1,1,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|sound_beep|right_click,correct,right_click,1
sub-002,run-02,14,12,1,1,1,1,1,0,0,8,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|left_click|right_click,unknown,right_click,1
sub-002,run-02,15,12,1,1,1,0,1,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click,unknown,right_click,1
sub-002,run-02,16,12,1,1,0,1,1,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|left_click|right_click,unknown,right_click,0
sub-002,run-02,17,13,1,1,1,1,1,1,0,8,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|sound_beep|left_click,correct,right_click,1
sub-002,run-02,18,13,1,1,1,1,1,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|left_click,unknown,right_click,1
sub-002,run-02,19,14,1,1,1,1,1,1,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|sound_beep|left_click,correct,right_click,1
sub-002,run-02,20,13,1,1,1,1,1,1,0,8,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|sound_beep|left_click,correct,right_click,1
sub-002,run-03,1,23,1,1,1,1,1,0,0,17,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|right_click|left_click,unknown,right_click,1
sub-002,run-03,2,14,1,1,1,1,1,1,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|sound_beep|left_click,correct,right_click,1
sub-002,run-03,3,13,1,1,1,1,1,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|left_click,unknown,right_click,1
sub-002,run-03,4,14,1,1,1,1,1,1,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|sound_beep|right_click,correct,right_click,1
sub-002,run-03,5,14,1,1,1,1,1,1,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|sound_beep|left_click,correct,right_click,1
sub-002,run-03,6,14,1,1,1,0,1,1,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|sound_beep|right_click,correct,right_click,1
sub-002,run-03,7,14,1,1,1,0,1,1,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|sound_beep|right_click,correct,right_click,1
sub-002,run-03,8,14,1,1,1,1,0,1,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|sound_beep|left_click,correct,left_click,1
sub-002,run-03,9,20,1,1,1,1,1,0,0,14,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|right_click,unknown,right_click,1
sub-002,run-03,10,11,1,1,0,1,1,0,0,8,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|left_click|right_click,unknown,right_click,0
sub-002,run-03,11,13,1,1,1,0,1,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|right_click,unknown,right_click,1
sub-002,run-03,12,10,1,1,0,1,1,0,0,7,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|left_click|right_click,unknown,right_click,0
sub-002,run-03,13,10,1,1,1,1,0,0,0,7,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click,unknown,left_click,1
sub-002,run-03,14,8,1,1,0,1,0,0,0,6,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|left_click,unknown,left_click,0
sub-002,run-03,15,11,1,1,1,1,1,0,0,7,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|left_click|right_click,unknown,right_click,1
sub-002,run-03,16,11,1,1,1,1,0,0,0,8,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click,unknown,left_click,1
sub-002,run-03,17,20,1,1,0,1,0,0,0,17,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|left_click|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|left_click,unknown,left_click,0
sub-002,run-03,18,12,1,1,1,1,0,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click,unknown,left_click,1
sub-002,run-03,19,20,1,1,1,1,1,0,0,15,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|left_click|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click,unknown,right_click,1
sub-002,run-03,20,24,1,1,1,1,1,1,0,18,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|sound_beep|left_click,correct,right_click,1
sub-002,run-04,1,11,1,1,1,0,1,0,0,8,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click,unknown,right_click,1
sub-002,run-04,2,23,1,1,1,1,1,0,0,17,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|left_click,unknown,right_click,1
sub-002,run-04,3,31,1,1,1,1,1,0,0,26,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|left_click|right_click,unknown,right_click,1
sub-002,run-04,4,12,1,1,1,1,0,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click,unknown,left_click,1
sub-002,run-04,5,11,1,1,1,0,1,0,0,8,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click,unknown,right_click,1
sub-002,run-04,6,13,1,1,1,1,1,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|right_click,unknown,right_click,1
sub-002,run-04,7,13,1,1,1,1,1,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|right_click,unknown,right_click,1
sub-002,run-04,8,33,1,1,1,1,0,1,0,26,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|left_click|sound_beep|left_click,correct,left_click,1
sub-002,run-04,9,13,1,1,1,1,1,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|right_click,unknown,right_click,1
sub-002,run-04,10,9,1,1,1,0,1,0,0,6,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click,unknown,right_click,1
sub-002,run-04,11,10,1,1,1,0,1,0,0,7,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|right_click,unknown,right_click,1
sub-002,run-04,12,12,1,1,1,0,1,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click,unknown,right_click,1
sub-002,run-04,13,13,1,1,1,1,1,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|right_click,unknown,right_click,1
sub-002,run-04,14,11,1,1,1,0,1,0,0,8,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click,unknown,right_click,1
sub-002,run-04,15,12,1,1,1,0,1,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click,unknown,right_click,1
sub-002,run-04,16,12,1,1,1,0,1,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click,unknown,right_click,1
sub-002,run-04,17,12,1,1,1,0,1,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click,unknown,right_click,1
sub-002,run-04,18,12,1,1,1,1,0,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click,unknown,left_click,1
sub-002,run-04,19,11,1,1,1,0,1,0,0,8,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click,unknown,right_click,1
sub-002,run-04,20,13,1,1,1,1,1,0,0,9,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|right_click,unknown,right_click,1
sub-003,run-01,1,18,1,1,1,0,1,1,0,11,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|sound_beep|show_letter|show_letter|show_letter|show_letter|right_click|sound_beep|right_click,correct,right_click,1
sub-003,run-01,2,9,1,1,1,0,1,0,0,6,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click,unknown,right_click,1
sub-003,run-01,3,8,1,1,0,0,1,0,0,6,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|right_click,unknown,right_click,0
sub-003,run-01,4,13,1,1,1,1,1,1,0,8,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|left_click|sound_beep|right_click,correct,right_click,1
sub-003,run-01,5,11,1,1,1,0,1,0,0,8,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|right_click,unknown,right_click,1
sub-003,run-01,6,12,1,1,1,0,1,0,0,8,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|right_click,unknown,right_click,1
sub-003,run-01,7,10,1,1,1,0,1,0,0,7,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click,unknown,right_click,1
sub-003,run-01,8,12,1,1,1,0,1,1,0,7,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|sound_beep|right_click,correct,right_click,1
sub-003,run-01,9,12,1,1,1,0,1,1,0,8,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|sound_beep|right_click,correct,right_click,1
sub-003,run-01,10,12,1,1,1,0,1,1,0,7,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click|sound_beep|right_click,correct,right_click,1
sub-003,run-01,11,11,1,1,1,0,1,0,0,8,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_dash|show_letter|right_click,unknown,right_click,1
sub-003,run-01,12,12,1,1,0,0,1,1,0,8,show_cross|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|show_letter|right_click|sound_beep|right_click,correct,right_click,0
